name,RA_ICRS,DE_ICRS,r50,r50_arcmin,rmax_arcmin,diamMAX_arcmin,N,pmRA,e_pmRA,pmDE,e_pmDE,Vr,e_Vr,Nvr,Plx,e_Plx,sigPM,flagdispPM,age,e_age,dist_iso,e_dist_iso,FeH,e_FeH,Av,e_Av,AG,e_AG,dist_PLX,e_dist_PLX,Diam_pc,DiamMax_pc,delta_dist,likelihood,BIC,prior_FEH,prior_AV,REF    
BH_118              ,  170.7664,  -58.5482,   0.019,     1.111,       3.357,       6.714,      68,  -4.409,   0.129,   1.407,   0.198,     nan,     nan,       0,   0.061,   0.070,   0.236,       1,   9.262,   0.138,    8402,     941,  -0.067,   0.099,   1.457,   0.195,   1.075,   0.382,   15416,    5543,      10,      31,   -7014,    -331.396,     679.669,       1,       1,       1 
BH_121              ,  174.6680,  -63.3840,   0.123,     7.384,      22.591,      45.182,     223,  -6.007,   0.118,   0.638,   0.121,     nan,     nan,       0,   0.394,   0.047,   0.169,       1,   6.864,   0.103,    2250,      89,  -0.089,   0.109,   1.281,   0.016,   1.046,   0.437,    2584,      81,      12,      34,    -334,    -617.065,    1255.759,       1,       1,       1 
BH_132              ,  186.7245,  -64.0645,   0.038,     2.279,       8.610,      17.221,      65,  -6.222,   0.087,  -0.179,   0.070,     nan,     nan,       0,   0.367,   0.039,   0.111,       1,   8.120,   0.412,    2174,     145,   0.285,   0.160,   1.589,   0.267,   1.585,   0.498,    2762,      91,       4,      14,    -588,    -646.245,    1309.187,       1,       1,       1 
BH_151              ,  205.0523,  -61.7317,   0.007,     0.422,       2.000,       3.999,      36,  -5.840,   0.140,  -1.881,   0.206,     nan,     nan,       0,   0.145,   0.077,   0.249,       1,   6.772,   0.141,    3866,    1275,   0.341,   0.215,   4.104,   0.079,   1.606,   0.500,    5686,     473,       2,       7,   -1820,    -417.566,     849.467,       1,       1,       1 
BH_164              ,  222.2128,  -66.4405,   0.478,    28.681,     118.311,     236.621,     209,  -7.408,   0.358, -10.681,   0.343,   0.046,   3.071,      15,   2.356,   0.093,   0.496,       1,   7.666,   0.057,     416,       2,   0.134,   0.052,   0.430,   0.044,   0.614,   0.563,     423,       2,       8,      30,      -7,    -321.282,     663.934,       1,       1,       1 
BH_19               ,  121.7626,  -32.3511,   0.020,     1.189,       6.220,      12.439,      53,  -2.893,   0.123,   3.543,   0.118,  86.852,   1.858,       2,   0.203,   0.064,   0.171,       1,   8.513,   0.516,    3620,     515,  -0.100,   0.057,   2.427,   0.209,   1.978,   0.425,    5261,     610,       4,      20,   -1641,    -343.431,     702.742,       1,       1,       1 
BH_200              ,  252.4786,  -44.1828,   0.048,     2.902,       9.790,      19.580,     113,  -0.037,   0.153,  -1.114,   0.125,     nan,     nan,       0,   0.416,   0.082,   0.198,       1,   7.520,   0.265,    1997,     121,   0.121,   0.087,   2.551,   0.043,   2.084,   0.337,    2460,     146,       5,      15,    -463,    -419.056,     857.021,       1,       1,       1 
BH_202              ,  253.7767,  -40.9439,   0.061,     3.663,       9.527,      19.053,     148,  -1.872,   0.118,  -3.792,   0.140, -49.770,   0.689,       4,   0.554,   0.058,   0.183,       1,   8.763,   0.122,    1504,      99,   0.118,   0.140,   1.894,   0.147,   1.754,   0.505,    1815,      67,       4,      11,    -311,    -629.323,    1278.634,       1,       1,       1 
BH_205              ,  254.0639,  -40.6315,   0.092,     5.512,      12.580,      25.161,      99,  -0.132,   0.173,  -1.082,   0.174,     nan,     nan,       0,   0.585,   0.078,   0.245,       1,   6.877,   0.091,    1612,      79,   0.110,   0.137,   1.376,   0.049,   1.449,   0.663,    1755,      55,       6,      13,    -143,    -472.618,     963.616,       1,       1,       1 
BH_211              ,  255.5391,  -41.1251,   0.078,     4.685,      16.739,      33.477,     110,  -0.684,   0.201,  -1.944,   0.200, -48.896,   0.537,       6,   0.510,   0.098,   0.283,       1,   8.825,   0.512,    1638,     123,   0.124,   0.084,   2.388,   0.150,   2.004,   0.735,    1908,      61,       6,      19,    -270,    -547.359,    1113.520,       1,       1,       1 
BH_217              ,  259.0747,  -40.8132,   0.037,     2.208,       9.373,      18.746,     129,  -0.692,   0.172,  -1.798,   0.123,     nan,     nan,       0,   0.322,   0.116,   0.211,       1,   7.128,   0.562,    2133,     306,   0.240,   0.113,   3.349,   0.105,   1.824,   0.691,    3228,     245,       5,      18,   -1095,    -267.617,     554.674,       1,       1,       1 
BH_221              ,  259.6397,  -32.3267,   0.149,     8.937,      19.595,      39.190,     162,   1.988,   0.297,  -1.587,   0.252,   8.142,   5.492,       2,   0.888,   0.092,   0.389,       1,   7.071,   0.065,    1050,      53,   0.002,   0.081,   1.041,   0.032,   1.593,   0.908,    1131,      22,       6,      13,     -81,    -336.890,     694.131,       1,       1,       1 
BH_23               ,  123.5355,  -36.2801,   0.398,    23.874,      76.544,     153.088,      94,  -7.098,   0.271,   7.341,   0.244,  23.505,   3.343,       6,   2.237,   0.095,   0.365,       1,   7.391,   0.053,     436,       1,  -0.054,   0.052,   0.233,   0.044,   0.644,   0.681,     443,       2,       7,      20,      -7,    -179.945,     378.064,       1,       1,       1 
BH_245              ,  266.5612,  -29.6969,   0.016,     0.963,       2.698,       5.395,      44,  -0.533,   0.187,  -2.152,   0.193,     nan,     nan,       0,   0.355,   0.122,   0.268,       1,   7.106,   1.381,    2637,     523,   0.119,   0.163,   4.688,   0.696,   2.500,   0.303,    2972,     337,       2,       5,    -335,    -355.941,     727.019,       1,       1,       1 
BH_37               ,  128.9479,  -43.6136,   0.031,     1.890,       6.002,      12.004,     109,  -3.471,   0.147,   3.959,   0.139,  51.937,   1.237,       2,   0.254,   0.068,   0.202,       1,   8.427,   0.717,    3439,     210,  -0.072,   0.094,   3.319,   0.089,   2.020,   0.751,    4106,     353,       5,      15,    -667,    -167.653,     354.071,       1,       1,       1 
BH_54               ,  132.3929,  -44.3542,   0.045,     2.708,       7.074,      14.148,      49,  -4.791,   0.140,   5.307,   0.239,     nan,     nan,       0,   0.415,   0.039,   0.277,       1,   6.783,   0.102,    2121,     128,   0.313,   0.191,   2.641,   0.047,   2.132,   0.669,    2382,      79,       4,      10,    -261,    -542.406,    1100.379,       1,       1,       1 
BH_55               ,  134.0429,  -39.5162,   0.044,     2.630,       7.768,      15.536,      80,  -3.991,   0.116,   3.141,   0.194,  32.779,   1.024,       3,   0.189,   0.078,   0.226,       1,   9.395,   0.226,    4640,     407,  -0.125,   0.070,   1.789,   0.276,   1.346,   0.524,    5402,     557,       9,      25,    -762,    -377.556,     772.639,       1,       1,       1 
BH_56               ,  134.3578,  -43.1655,   0.203,    12.174,      45.167,      90.334,     122,  -5.559,   0.179,   5.396,   0.176,  20.208,   3.900,       2,   1.079,   0.065,   0.251,       1,   7.156,   0.076,     865,      23,  -0.021,   0.081,   0.837,   0.194,   1.180,   0.835,     927,      10,       7,      25,     -62,    -316.558,     652.332,       1,       1,       1 
BH_67               ,  141.6898,  -51.2711,   0.022,     1.324,       3.512,       7.024,      51,  -3.620,   0.179,   2.793,   0.179,     nan,     nan,       0,   0.097,   0.117,   0.254,       1,   8.855,   0.163,   12213,    4138,   0.633,   0.114,   2.379,   0.371,   1.943,   0.521,   10218,    3087,       8,      21,    1994,    -629.786,    1275.299,       0,       1,       1 
BH_72               ,  142.8428,  -53.0409,   0.021,     1.284,       3.627,       7.254,      68,  -4.649,   0.162,   3.299,   0.146,  50.334,   1.435,       4,   0.093,   0.050,   0.218,       1,   8.848,   0.162,    4289,     432,  -0.056,   0.133,   2.529,   0.130,   1.170,   0.382,    9076,    3089,       7,      20,   -4787,    -448.341,     913.560,       1,       1,       1 
BH_78               ,  145.9542,  -56.5723,   0.012,     0.740,       3.248,       6.497,      50,  -3.667,   0.203,   2.736,   0.212,     nan,     nan,       0,   0.140,   0.097,   0.293,       1,   8.770,   0.308,    5602,    2282,   0.147,   0.159,   3.006,   0.763,   1.844,   0.598,    6646,    1529,       3,      13,   -1044,    -302.778,     621.204,       1,       1,       1 
BH_84               ,  150.3411,  -58.2164,   0.025,     1.488,       7.096,      14.193,      76,  -4.833,   0.226,   3.293,   0.143,     nan,     nan,       0,   0.184,   0.059,   0.267,       1,   9.051,   0.495,    2404,     247,   0.205,   0.096,   1.691,   0.296,   2.050,   0.776,    5012,     517,       5,      21,   -2608,    -542.525,    1102.374,       1,       1,       1 
BH_85               ,  150.4668,  -49.5683,   0.027,     1.639,       5.808,      11.616,      81,  -5.696,   0.251,   4.665,   0.189,     nan,     nan,       0,   0.103,   0.102,   0.314,       1,   9.508,   0.033,    5943,     345,  -0.028,   0.087,   1.220,   0.059,   1.152,   0.514,    9431,    3606,       9,      32,   -3488,    -342.437,     702.452,       1,       1,       1 
BH_87               ,  151.1608,  -55.3771,   0.057,     3.422,      12.774,      25.548,     199,  -6.352,   0.156,   2.600,   0.173, -13.333,   1.597,       2,   0.421,   0.063,   0.233,       1,   7.354,   0.045,    1899,      80,   0.027,   0.117,   1.845,   0.140,   1.785,   0.475,    2402,      92,       5,      18,    -503,    -517.196,    1055.566,       1,       1,       1 
BH_90               ,  153.0685,  -58.0692,   0.036,     2.178,       8.223,      16.447,     145,  -5.385,   0.151,   2.307,   0.121,     nan,     nan,       0,   0.352,   0.062,   0.194,       1,   8.312,   0.118,    2294,      59,  -0.016,   0.059,   1.785,   0.112,   1.648,   0.491,    2710,     114,       4,      13,    -416,    -470.837,     961.580,       1,       1,       1 
BH_92               ,  154.7826,  -56.4252,   0.018,     1.070,       3.539,       7.077,      43,  -5.889,   0.127,   3.454,   0.099,     nan,     nan,       0,   0.391,   0.039,   0.161,       1,   7.465,   0.383,    2254,     115,  -0.100,   0.127,   1.889,   0.083,   1.502,   0.315,    2579,      99,       2,       6,    -325,    -568.605,    1152.254,       1,       1,       1 
BH_99               ,  159.6002,  -59.1988,   0.445,    26.725,     120.147,     240.294,     389, -14.449,   0.309,   0.956,   0.339,  11.571,   3.865,      32,   2.208,   0.081,   0.459,       1,   7.795,   0.072,     443,       1,   0.068,   0.038,   0.267,   0.030,   0.442,   0.422,     449,       2,       7,      32,      -6,    -284.770,     593.395,       1,       1,       1 
Barkhatova_1        ,  313.4127,   46.0487,   0.070,     4.170,      18.614,      37.228,      60,  -2.425,   0.100,  -4.458,   0.112,     nan,     nan,       0,   0.471,   0.046,   0.150,       1,   7.140,   0.119,    1859,      74,   0.047,   0.183,   1.754,   0.051,   1.763,   0.543,    2102,      48,       6,      23,    -243,    -522.417,    1061.211,       1,       1,       1 
Basel_1             ,  282.0346,   -5.8867,   0.069,     4.126,      20.260,      40.520,      89,  -0.080,   0.121,  -4.531,   0.117,  24.096,   0.834,       2,   0.530,   0.054,   0.168,       1,   8.251,   0.282,    1523,      54,   0.102,   0.098,   1.586,   0.076,   1.620,   0.408,    1904,      66,       5,      23,    -381,    -561.729,    1141.413,       1,       1,       1 
Basel_10            ,   34.8607,   58.2984,   0.031,     1.831,       3.702,       7.405,      17,  -0.476,   0.217,  -0.830,   0.182,     nan,     nan,       0,   0.440,   0.024,   0.283,       1,   8.466,   0.403,    2052,      69,   0.104,   0.104,   2.098,   0.111,   1.754,   0.289,    2260,      83,       3,       5,    -208,    -676.471,    1364.274,       1,       1,       1 
Basel_11a           ,  109.3014,  -13.9783,   0.076,     4.590,      15.914,      31.828,     104,  -1.588,   0.139,   0.939,   0.120,     nan,     nan,       0,   0.710,   0.063,   0.183,       1,   7.905,   0.046,    1363,      34,  -0.041,   0.054,   0.645,   0.041,   0.459,   0.249,    1409,      29,       4,      14,     -46,    -389.171,     796.920,       1,       1,       1 
Basel_11b           ,   89.5439,   21.9685,   0.061,     3.678,      11.278,      22.555,      84,   1.049,   0.169,  -4.159,   0.165,   3.651,   0.782,       3,   0.508,   0.100,   0.236,       1,   8.445,   0.139,    1686,      69,   0.041,   0.061,   1.880,   0.080,   1.456,   0.461,    1874,      50,       5,      13,    -188,    -435.964,     889.651,       1,       1,       1 
Basel_17            ,  167.6486,  -59.0645,   0.068,     4.099,      16.726,      33.452,      31,  -6.639,   0.087,   2.161,   0.075,     nan,     nan,       0,   0.438,   0.038,   0.115,       1,   7.728,   0.138,    1941,      84,   0.035,   0.117,   0.839,   0.080,   0.897,   0.260,    2284,      69,       6,      23,    -343,    -580.547,    1174.830,       1,       1,       1 
Basel_18            ,  201.9797,  -62.3101,   0.049,     2.963,      11.876,      23.751,      67,  -5.007,   0.117,  -2.062,   0.092,     nan,     nan,       0,   0.516,   0.060,   0.149,       1,   7.313,   0.058,    1797,     100,   0.244,   0.068,   1.115,   0.035,   1.185,   0.454,    1967,      51,       4,      14,    -170,    -582.689,    1182.197,       1,       1,       1 
Basel_4             ,   87.2352,   30.1942,   0.032,     1.911,       7.881,      15.762,      55,   0.837,   0.088,  -1.809,   0.104,   6.533,   0.171,       2,   0.279,   0.051,   0.136,       1,   8.297,   0.059,    2833,      88,  -0.175,   0.085,   1.780,   0.041,   1.298,   0.330,    3494,     201,       4,      17,    -661,    -518.470,    1052.968,       1,       1,       1 
Basel_8             ,   98.5616,    8.0476,   0.297,    17.830,      47.526,      95.051,      33,  -0.137,   0.066,  -2.408,   0.139,     nan,     nan,       0,   0.627,   0.038,   0.154,       1,   7.671,   0.236,    1456,      54,   0.028,   0.064,   1.083,   0.079,   0.949,   0.252,    1599,      41,      17,      45,    -143,    -598.918,    1211.822,       1,       1,       1 
Berkeley_1          ,    2.4445,   60.4691,   0.032,     1.933,       9.331,      18.662,      57,  -2.774,   0.129,  -0.177,   0.144,     nan,     nan,       0,   0.243,   0.069,   0.194,       1,   7.167,   0.453,    3502,     290,  -0.090,   0.137,   2.154,   0.096,   1.248,   0.300,    4251,     400,       5,      24,    -749,    -378.777,     773.726,       1,       1,       1 
Berkeley_10         ,   54.8886,   66.4891,   0.065,     3.922,      18.643,      37.286,     181,  -1.466,   0.095,   1.052,   0.130, -36.134,   1.071,       4,   0.368,   0.059,   0.161,       1,   8.902,   0.069,    2004,     172,  -0.100,   0.120,   2.595,   0.089,   1.782,   0.353,    2690,     113,       7,      30,    -686,    -473.896,     968.587,       1,       1,       1 
Berkeley_101        ,  353.2139,   64.2096,   0.019,     1.170,       3.433,       6.867,      52,  -1.871,   0.120,  -1.079,   0.122,     nan,     nan,       0,   0.163,   0.066,   0.171,       1,   8.642,   0.092,    4462,     650,  -0.013,   0.104,   3.009,   0.079,   1.643,   0.565,    5645,    1046,       4,      12,   -1183,    -177.146,     370.096,       1,       1,       1 
Berkeley_104        ,    0.8683,   63.5870,   0.035,     2.118,       4.740,       9.481,      52,  -2.394,   0.116,   0.096,   0.102,     nan,     nan,       0,   0.197,   0.047,   0.155,       1,   9.022,   0.075,    4038,     358,  -0.294,   0.134,   1.849,   0.094,   1.090,   0.359,    5051,     494,       7,      14,   -1013,    -482.845,     981.494,       1,       1,       1 
